,cond,hemi,mask_vox,regspace,roi,smoothing,subid,value,group
214,M,lh,722.0,epi,dorsalattn,unsmoothed,ap119,886.278198242,control
215,M,rh,765.0,epi,dorsalattn,unsmoothed,ap119,-406.009643555,control
216,CR,lh,733.0,epi,dorsalattn,unsmoothed,ap120,1585.05725098,control
217,CR,rh,739.0,epi,dorsalattn,unsmoothed,ap120,993.859802246,control
218,FA,lh,733.0,epi,dorsalattn,unsmoothed,ap120,301.125946045,control
219,FA,rh,739.0,epi,dorsalattn,unsmoothed,ap120,-275.320800781,control
220,sourcehit,lh,733.0,epi,dorsalattn,unsmoothed,ap120,1249.03820801,control
221,sourcehit,rh,739.0,epi,dorsalattn,unsmoothed,ap120,614.221008301,control
222,itemhit_lo,lh,733.0,epi,dorsalattn,unsmoothed,ap120,807.489501953,control
223,itemhit_lo,rh,739.0,epi,dorsalattn,unsmoothed,ap120,210.159423828,control
224,sourcemiss_hi,lh,733.0,epi,dorsalattn,unsmoothed,ap120,256.580596924,control
225,sourcemiss_hi,rh,739.0,epi,dorsalattn,unsmoothed,ap120,-285.789337158,control
226,M,lh,733.0,epi,dorsalattn,unsmoothed,ap120,973.00769043,control
227,M,rh,739.0,epi,dorsalattn,unsmoothed,ap120,315.599273682,control
228,CR,lh,765.0,epi,dorsalattn,unsmoothed,ap121,1793.66894531,control
229,CR,rh,753.0,epi,dorsalattn,unsmoothed,ap121,1570.12023926,control
230,FA,lh,765.0,epi,dorsalattn,unsmoothed,ap121,692.274902344,control
231,FA,rh,753.0,epi,dorsalattn,unsmoothed,ap121,549.911437988,control
232,sourcehit,lh,765.0,epi,dorsalattn,unsmoothed,ap121,312.476043701,control
233,sourcehit,rh,753.0,epi,dorsalattn,unsmoothed,ap121,285.82232666,control
234,itemhit_lo,lh,765.0,epi,dorsalattn,unsmoothed,ap121,910.432006836,control
235,itemhit_lo,rh,753.0,epi,dorsalattn,unsmoothed,ap121,673.494689941,control
236,sourcemiss_hi,lh,765.0,epi,dorsalattn,unsmoothed,ap121,718.025146484,control
237,sourcemiss_hi,rh,753.0,epi,dorsalattn,unsmoothed,ap121,633.935974121,control
238,M,lh,765.0,epi,dorsalattn,unsmoothed,ap121,564.056518555,control
239,M,rh,753.0,epi,dorsalattn,unsmoothed,ap121,868.005310059,control
240,CR,lh,721.0,epi,dorsalattn,unsmoothed,ap122,403.663024902,control
241,CR,rh,779.0,epi,dorsalattn,unsmoothed,ap122,110.32459259,control
242,FA,lh,721.0,epi,dorsalattn,unsmoothed,ap122,580.492675781,control
243,FA,rh,779.0,epi,dorsalattn,unsmoothed,ap122,245.936935425,control
244,sourcehit,lh,721.0,epi,dorsalattn,unsmoothed,ap122,834.395629883,control
245,sourcehit,rh,779.0,epi,dorsalattn,unsmoothed,ap122,448.57144165,control
246,itemhit_lo,lh,721.0,epi,dorsalattn,unsmoothed,ap122,733.515197754,control
247,itemhit_lo,rh,779.0,epi,dorsalattn,unsmoothed,ap122,392.339782715,control
248,sourcemiss_hi,lh,721.0,epi,dorsalattn,unsmoothed,ap122,268.241363525,control
249,sourcemiss_hi,rh,779.0,epi,dorsalattn,unsmoothed,ap122,-74.9660644531,control
250,M,lh,721.0,epi,dorsalattn,unsmoothed,ap122,786.565368652,control
251,M,rh,779.0,epi,dorsalattn,unsmoothed,ap122,592.454101562,control
252,CR,lh,794.0,epi,dorsalattn,unsmoothed,ap150,1838.55749512,stress
253,CR,rh,753.0,epi,dorsalattn,unsmoothed,ap150,1573.03833008,stress
254,FA,lh,794.0,epi,dorsalattn,unsmoothed,ap150,259.918182373,stress
255,FA,rh,753.0,epi,dorsalattn,unsmoothed,ap150,-182.942306519,stress
256,sourcehit,lh,794.0,epi,dorsalattn,unsmoothed,ap150,1737.51965332,stress
257,sourcehit,rh,753.0,epi,dorsalattn,unsmoothed,ap150,883.316711426,stress
258,itemhit_lo,lh,794.0,epi,dorsalattn,unsmoothed,ap150,806.783081055,stress
259,itemhit_lo,rh,753.0,epi,dorsalattn,unsmoothed,ap150,231.501907349,stress
260,sourcemiss_hi,lh,794.0,epi,dorsalattn,unsmoothed,ap150,925.77154541,stress
261,sourcemiss_hi,rh,753.0,epi,dorsalattn,unsmoothed,ap150,-105.118423462,stress
262,M,lh,794.0,epi,dorsalattn,unsmoothed,ap150,573.762939453,stress
263,M,rh,753.0,epi,dorsalattn,unsmoothed,ap150,604.024291992,stress
264,CR,lh,672.0,epi,dorsalattn,unsmoothed,ap152,1244.16589355,stress
265,CR,rh,734.0,epi,dorsalattn,unsmoothed,ap152,884.36920166,stress
266,FA,lh,672.0,epi,dorsalattn,unsmoothed,ap152,806.957580566,stress
267,FA,rh,734.0,epi,dorsalattn,unsmoothed,ap152,759.772644043,stress
268,sourcehit,lh,672.0,epi,dorsalattn,unsmoothed,ap152,467.304779053,stress
269,sourcehit,rh,734.0,epi,dorsalattn,unsmoothed,ap152,157.357376099,stress
270,itemhit_lo,lh,672.0,epi,dorsalattn,unsmoothed,ap152,571.816955566,stress
271,itemhit_lo,rh,734.0,epi,dorsalattn,unsmoothed,ap152,405.644805908,stress
272,sourcemiss_hi,lh,672.0,epi,dorsalattn,unsmoothed,ap152,-305.471832275,stress
273,sourcemiss_hi,rh,734.0,epi,dorsalattn,unsmoothed,ap152,-299.255462646,stress
274,M,lh,672.0,epi,dorsalattn,unsmoothed,ap152,1134.71276855,stress
275,M,rh,734.0,epi,dorsalattn,unsmoothed,ap152,658.225830078,stress
276,CR,lh,638.0,epi,dorsalattn,unsmoothed,ap153,745.191101074,stress
277,CR,rh,671.0,epi,dorsalattn,unsmoothed,ap153,412.45324707,stress
278,FA,lh,638.0,epi,dorsalattn,unsmoothed,ap153,664.703735352,stress
279,FA,rh,671.0,epi,dorsalattn,unsmoothed,ap153,579.962097168,stress
280,sourcehit,lh,638.0,epi,dorsalattn,unsmoothed,ap153,425.974334717,stress
281,sourcehit,rh,671.0,epi,dorsalattn,unsmoothed,ap153,-45.7288894653,stress
282,itemhit_lo,lh,638.0,epi,dorsalattn,unsmoothed,ap153,1039.2734375,stress
283,itemhit_lo,rh,671.0,epi,dorsalattn,unsmoothed,ap153,816.588134766,stress
284,sourcemiss_hi,lh,638.0,epi,dorsalattn,unsmoothed,ap153,205.762176514,stress
285,sourcemiss_hi,rh,671.0,epi,dorsalattn,unsmoothed,ap153,24.8727054596,stress
286,M,lh,638.0,epi,dorsalattn,unsmoothed,ap153,111.562522888,stress
287,M,rh,671.0,epi,dorsalattn,unsmoothed,ap153,-498.826019287,stress
288,CR,lh,799.0,epi,dorsalattn,unsmoothed,ap154,491.122650146,stress
289,CR,rh,788.0,epi,dorsalattn,unsmoothed,ap154,577.971984863,stress
290,FA,lh,799.0,epi,dorsalattn,unsmoothed,ap154,728.609191895,stress
291,FA,rh,788.0,epi,dorsalattn,unsmoothed,ap154,627.229431152,stress
292,sourcehit,lh,799.0,epi,dorsalattn,unsmoothed,ap154,433.005249023,stress
293,sourcehit,rh,788.0,epi,dorsalattn,unsmoothed,ap154,171.007476807,stress
294,itemhit_lo,lh,799.0,epi,dorsalattn,unsmoothed,ap154,284.774475098,stress
295,itemhit_lo,rh,788.0,epi,dorsalattn,unsmoothed,ap154,65.1963119507,stress
296,sourcemiss_hi,lh,799.0,epi,dorsalattn,unsmoothed,ap154,406.547546387,stress
297,sourcemiss_hi,rh,788.0,epi,dorsalattn,unsmoothed,ap154,185.24369812,stress
298,M,lh,799.0,epi,dorsalattn,unsmoothed,ap154,679.951599121,stress
299,M,rh,788.0,epi,dorsalattn,unsmoothed,ap154,547.945373535,stress
300,CR,lh,809.0,epi,dorsalattn,unsmoothed,ap155,981.476501465,stress
301,CR,rh,840.0,epi,dorsalattn,unsmoothed,ap155,0.26953125,stress
302,FA,lh,809.0,epi,dorsalattn,unsmoothed,ap155,1181.44885254,stress
303,FA,rh,840.0,epi,dorsalattn,unsmoothed,ap155,162.829452515,stress
304,sourcehit,lh,809.0,epi,dorsalattn,unsmoothed,ap155,1101.78979492,stress
305,sourcehit,rh,840.0,epi,dorsalattn,unsmoothed,ap155,50.9274215698,stress
306,itemhit_lo,lh,809.0,epi,dorsalattn,unsmoothed,ap155,1319.22070312,stress
307,itemhit_lo,rh,840.0,epi,dorsalattn,unsmoothed,ap155,521.842163086,stress
308,sourcemiss_hi,lh,809.0,epi,dorsalattn,unsmoothed,ap155,975.186706543,stress
309,sourcemiss_hi,rh,840.0,epi,dorsalattn,unsmoothed,ap155,-224.241104126,stress
310,M,lh,809.0,epi,dorsalattn,unsmoothed,ap155,433.811920166,stress
311,M,rh,840.0,epi,dorsalattn,unsmoothed,ap155,-512.602539062,stress
312,CR,lh,579.0,epi,dorsalattn,unsmoothed,ap157,687.479858398,stress
